,Page_Number,Standard,Crane_Model,Configuration,Slew_Range_deg,Track_Width m,Main_Boom_Length m,Boom_Angle_deg,Angle_Jib_to_Main_Boom_deg,Jib_Length m,SL_Mast_Length m,SL_Mast_Radius m,Superlift_Radius m,Counterweight t,Superlift_Counterweight t,Central_Ballast t,Radius_List,Radis column head,head_configure
0,1002,DIN15019.2,,,0-360,8.4,66,85,,72.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200', '250']","['single hook block', 'DS-Code']",SWSL
1,1003,DIN15019.2,,,0-360,8.4,66,85,,78.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200', '250']","['single hook block', 'DS-Code']",SWSL
2,1004,DIN15019.2,,,0-360,8.4,66,85,,84.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
3,1005,DIN15019.2,,,0-360,8.4,66,85,,90.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
4,1006,DIN15019.2,,,0-360,8.4,66,85,,96.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['single hook block', 'DS-Code']",SWSL
5,1007,DIN15019.2,,,0-360,8.4,72,85,,24.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
6,1008,DIN15019.2,,,0-360,8.4,72,85,,30.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
7,1009,DIN15019.2,,,0-360,8.4,72,85,,36.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
8,1010,DIN15019.2,,,0-360,8.4,72,85,,42.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200', '250']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
9,1011,DIN15019.2,,,0-360,8.4,72,85,,48.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200', '250']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
10,1012,DIN15019.2,,,0-360,8.4,72,85,,54.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200', '250']","['single hook block', 'DS-Code']",SWSL
11,1013,DIN15019.2,,,0-360,8.4,72,85,,60.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200', '250']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
12,1014,DIN15019.2,,,0-360,8.4,72,85,,66.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
13,1015,DIN15019.2,,,0-360,8.4,72,85,,72.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
14,1016,DIN15019.2,,,0-360,8.4,72,85,,78.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
15,1017,DIN15019.2,,,0-360,8.4,72,85,,84.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
16,1018,DIN15019.2,,,0-360,8.4,72,85,,90.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['single hook block', 'DS-Code']",SWSL
17,1019,DIN15019.2,,,0-360,8.4,72,85,,96.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['single hook block', 'DS-Code']",SWSL
18,1020,DIN15019.2,,,0-360,8.4,78,85,,30.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
19,1021,DIN15019.2,,,0-360,8.4,78,85,,36.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
20,1022,DIN15019.2,,,0-360,8.4,78,85,,42.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
21,1023,DIN15019.2,,,0-360,8.4,78,85,,48.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
22,1024,DIN15019.2,,,0-360,8.4,78,85,,54.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
23,1025,DIN15019.2,,,0-360,8.4,78,85,,60.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
24,1026,DIN15019.2,,,0-360,8.4,78,85,,66.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
25,1027,DIN15019.2,,,0-360,8.4,78,85,,72.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
26,1028,DIN15019.2,,,0-360,8.4,78,85,,78.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
27,1029,DIN15019.2,,,0-360,8.4,78,85,,84.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
28,1030,DIN15019.2,,,0-360,8.4,78,85,,90.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['single hook block', 'DS-Code']",SWSL
29,1031,DIN15019.2,,,0-360,8.4,78,85,,96.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['single hook block', 'DS-Code']",SWSL
30,1032,DIN15019.2,,,0-360,8.4,84,85,,36.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
31,1033,DIN15019.2,,,0-360,8.4,84,85,,42.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['single hook block', 'DS-Code']",SWSL
32,1034,DIN15019.2,,,0-360,8.4,84,85,,48.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
33,1035,DIN15019.2,,,0-360,8.4,84,85,,54.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
34,1036,DIN15019.2,,,0-360,8.4,84,85,,60.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
35,1037,DIN15019.2,,,0-360,8.4,84,85,,66.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['single hook block', 'DS-Code']",SWSL
36,1038,DIN15019.2,,,0-360,8.4,84,85,,72.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
37,1039,DIN15019.2,,,0-360,8.4,84,85,,78.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
38,1040,DIN15019.2,,,0-360,8.4,84,85,,84.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150', '200']","['single hook block', 'DS-Code']",SWSL
39,1041,DIN15019.2,,,0-360,8.4,84,85,,90.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['single hook block', 'DS-Code']",SWSL
40,1042,DIN15019.2,,,0-360,8.4,84,85,,96.0,30,15.5,15.0,160,,0,"['0', '50', '100', '150']","['single hook block', 'DS-Code']",SWSL
41,1043,DIN15019.2,,,0-360,8.4,36,85,,,30,15.5,15.0,0,0.0,60,"['24', '30', '36', '42', '48', '54', '60', '66']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
42,1044,DIN15019.2,,,0-360,8.4,36,85,,,30,15.5,15.0,0,0.0,60,"['72', '78', '84', '90', '96']","['single hook block', 'DS-Code']",SWSL
43,1045,DIN15019.2,,,0-360,8.4,42,85,,,30,15.5,15.0,0,0.0,60,"['24', '30', '36', '42', '48', '54', '60', '66']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
44,1046,DIN15019.2,,,0-360,8.4,42,85,,,30,15.5,15.0,0,0.0,60,"['72', '78', '84', '90', '96']","['single hook block', 'DS-Code']",SWSL
45,1047,DIN15019.2,,,0-360,8.4,48,85,,,30,15.5,15.0,0,0.0,60,"['24', '30', '36', '42', '48', '54', '60', '66']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
46,1048,DIN15019.2,,,0-360,8.4,48,85,,,30,15.5,15.0,0,0.0,60,"['72', '78', '84', '90', '96']","['single hook block', 'DS-Code']",SWSL
47,1049,DIN15019.2,,,0-360,8.4,54,85,,,30,15.5,15.0,0,0.0,60,"['24', '30', '36', '42', '48', '54', '60', '66']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
48,1050,DIN15019.2,,,0-360,8.4,54,85,,,30,15.5,15.0,0,0.0,60,"['72', '78', '84', '90', '96']","['single hook block', 'DS-Code']",SWSL
49,1051,DIN15019.2,,,0-360,8.4,60,85,,,30,15.5,15.0,0,0.0,60,"['24', '30', '36', '42', '48', '54', '60', '66']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
50,1052,DIN15019.2,,,0-360,8.4,60,85,,,30,15.5,15.0,0,0.0,60,"['72', '78', '84', '90', '96']","['single hook block', 'DS-Code']",SWSL
51,1053,DIN15019.2,,,0-360,8.4,66,85,,,30,15.5,15.0,0,0.0,60,"['24', '30', '36', '42', '48', '54', '60', '66']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
52,1054,DIN15019.2,,,0-360,8.4,66,85,,,30,15.5,15.0,0,0.0,60,"['72', '78', '84', '90', '96']","['single hook block', 'DS-Code']",SWSL
53,1055,DIN15019.2,,,0-360,8.4,72,85,,,30,15.5,15.0,0,0.0,60,"['24', '30', '36', '42', '48', '54', '60', '66']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
54,1056,DIN15019.2,,,0-360,8.4,72,85,,,30,15.5,15.0,0,0.0,60,"['72', '78', '84', '90', '96']","['single hook block', 'DS-Code']",SWSL
55,1057,DIN15019.2,,,0-360,8.4,78,85,,,30,15.5,15.0,0,0.0,60,"['30', '36', '42', '48', '54', '60', '66']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
56,1058,DIN15019.2,,,0-360,8.4,78,85,,,30,15.5,15.0,0,0.0,60,"['72', '78', '84', '90', '96']","['single hook block', 'DS-Code']",SWSL
57,1059,DIN15019.2,,,0-360,8.4,84,85,,,30,15.5,15.0,0,0.0,60,"['36', '42', '48', '54', '60', '66']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
58,1060,DIN15019.2,,,0-360,8.4,84,85,,,30,15.5,15.0,0,0.0,60,"['72', '78', '84', '90', '96']","['single hook block', 'DS-Code']",SWSL
59,1061,DIN15019.2,,,0-360,8.4,36,75,,24.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
60,1062,DIN15019.2,,,0-360,8.4,36,75,,30.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
61,1063,DIN15019.2,,,0-360,8.4,36,75,,36.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
62,1064,DIN15019.2,,,0-360,8.4,36,75,,42.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
63,1065,DIN15019.2,,,0-360,8.4,36,75,,48.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
64,1066,DIN15019.2,,,0-360,8.4,36,75,,54.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
65,1067,DIN15019.2,,,0-360,8.4,36,75,,60.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
66,1068,DIN15019.2,,,0-360,8.4,36,75,,66.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
67,1069,DIN15019.2,,,0-360,8.4,36,75,,72.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
68,1070,DIN15019.2,,,0-360,8.4,36,75,,78.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
69,1071,DIN15019.2,,,0-360,8.4,36,75,,84.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
70,1072,DIN15019.2,,,0-360,8.4,36,75,,90.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
71,1073,DIN15019.2,,,0-360,8.4,36,75,,96.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250']","['single hook block', 'DS-Code']",SWSL
72,1074,DIN15019.2,,,0-360,8.4,42,75,,24.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
73,1075,DIN15019.2,,,0-360,8.4,42,75,,30.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
74,1076,DIN15019.2,,,0-360,8.4,42,75,,36.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
75,1077,DIN15019.2,,,0-360,8.4,42,75,,42.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
76,1078,DIN15019.2,,,0-360,8.4,42,75,,48.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
77,1079,DIN15019.2,,,0-360,8.4,42,75,,54.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
78,1080,DIN15019.2,,,0-360,8.4,42,75,,60.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
79,1081,DIN15019.2,,,0-360,8.4,42,75,,66.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
80,1082,DIN15019.2,,,0-360,8.4,42,75,,72.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
81,1083,DIN15019.2,,,0-360,8.4,42,75,,78.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
82,1084,DIN15019.2,,,0-360,8.4,42,75,,84.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
83,1085,DIN15019.2,,,0-360,8.4,42,75,,90.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
84,1086,DIN15019.2,,,0-360,8.4,42,75,,96.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
85,1087,DIN15019.2,,,0-360,8.4,48,75,,24.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
86,1088,DIN15019.2,,,0-360,8.4,48,75,,30.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
87,1089,DIN15019.2,,,0-360,8.4,48,75,,36.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
88,1090,DIN15019.2,,,0-360,8.4,48,75,,42.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
89,1091,DIN15019.2,,,0-360,8.4,48,75,,48.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
90,1092,DIN15019.2,,,0-360,8.4,48,75,,54.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
91,1093,DIN15019.2,,,0-360,8.4,48,75,,60.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
92,1094,DIN15019.2,,,0-360,8.4,48,75,,66.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
93,1095,DIN15019.2,,,0-360,8.4,48,75,,72.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
94,1096,DIN15019.2,,,0-360,8.4,48,75,,78.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
95,1097,DIN15019.2,,,0-360,8.4,48,75,,84.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
96,1098,DIN15019.2,,,0-360,8.4,48,75,,90.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
97,1099,DIN15019.2,,,0-360,8.4,48,75,,96.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
98,1100,DIN15019.2,,,0-360,8.4,54,75,,24.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
99,1101,DIN15019.2,,,0-360,8.4,54,75,,30.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
100,1102,DIN15019.2,,,0-360,8.4,54,75,,36.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
101,1103,DIN15019.2,,,0-360,8.4,54,75,,42.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
102,1104,DIN15019.2,,,0-360,8.4,54,75,,48.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
103,1105,DIN15019.2,,,0-360,8.4,54,75,,54.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
104,1106,DIN15019.2,,,0-360,8.4,54,75,,60.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
105,1107,DIN15019.2,,,0-360,8.4,54,75,,66.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
106,1108,DIN15019.2,,,0-360,8.4,54,75,,72.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
107,1109,DIN15019.2,,,0-360,8.4,54,75,,78.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
108,1110,DIN15019.2,,,0-360,8.4,54,75,,84.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
109,1111,DIN15019.2,,,0-360,8.4,54,75,,90.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
110,1112,DIN15019.2,,,0-360,8.4,54,75,,96.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
111,1113,DIN15019.2,,,0-360,8.4,60,75,,24.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
112,1114,DIN15019.2,,,0-360,8.4,60,75,,30.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
113,1115,DIN15019.2,,,0-360,8.4,60,75,,36.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
114,1116,DIN15019.2,,,0-360,8.4,60,75,,42.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
115,1117,DIN15019.2,,,0-360,8.4,60,75,,48.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
116,1118,DIN15019.2,,,0-360,8.4,60,75,,54.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
117,1119,DIN15019.2,,,0-360,8.4,60,75,,60.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
118,1120,DIN15019.2,,,0-360,8.4,60,75,,66.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
119,1121,DIN15019.2,,,0-360,8.4,60,75,,72.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
120,1122,DIN15019.2,,,0-360,8.4,60,75,,78.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
121,1123,DIN15019.2,,,0-360,8.4,60,75,,84.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
122,1124,DIN15019.2,,,0-360,8.4,60,75,,90.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
123,1125,DIN15019.2,,,0-360,8.4,60,75,,96.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
124,1126,DIN15019.2,,,0-360,8.4,66,75,,24.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
125,1127,DIN15019.2,,,0-360,8.4,66,75,,30.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
126,1128,DIN15019.2,,,0-360,8.4,66,75,,36.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
127,1129,DIN15019.2,,,0-360,8.4,66,75,,42.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
128,1130,DIN15019.2,,,0-360,8.4,66,75,,48.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
129,1131,DIN15019.2,,,0-360,8.4,66,75,,54.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
130,1132,DIN15019.2,,,0-360,8.4,66,75,,60.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
131,1133,DIN15019.2,,,0-360,8.4,66,75,,66.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
132,1134,DIN15019.2,,,0-360,8.4,66,75,,72.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
133,1135,DIN15019.2,,,0-360,8.4,66,75,,78.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
134,1136,DIN15019.2,,,0-360,8.4,66,75,,84.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
135,1137,DIN15019.2,,,0-360,8.4,66,75,,90.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
136,1138,DIN15019.2,,,0-360,8.4,66,75,,96.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
137,1139,DIN15019.2,,,0-360,8.4,72,75,,24.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
138,1140,DIN15019.2,,,0-360,8.4,72,75,,30.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
139,1141,DIN15019.2,,,0-360,8.4,72,75,,36.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
140,1142,DIN15019.2,,,0-360,8.4,72,75,,42.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
141,1143,DIN15019.2,,,0-360,8.4,72,75,,48.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
142,1144,DIN15019.2,,,0-360,8.4,72,75,,54.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
143,1145,DIN15019.2,,,0-360,8.4,72,75,,60.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
144,1146,DIN15019.2,,,0-360,8.4,72,75,,66.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
145,1147,DIN15019.2,,,0-360,8.4,72,75,,72.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
146,1148,DIN15019.2,,,0-360,8.4,72,75,,78.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
147,1149,DIN15019.2,,,0-360,8.4,72,75,,84.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
148,1150,DIN15019.2,,,0-360,8.4,72,75,,90.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
149,1151,DIN15019.2,,,0-360,8.4,72,75,,96.0,30,11.5,11.0,160,,0,"['50', '100', '150', '200', '250', '300']","['single hook block', 'DS-Code']",SWSL
150,1152,DIN15019.2,,,0-360,8.4,78,75,,30.0,30,11.5,11.0,160,,0,"['0', '50', '100', '150', '200', '250', '300']","['double hook block *', 'single hook block', 'DS-Code']",SWSL
